,Unnamed: 0,user id,test group,converted,total ads,most ads day,most ads hour
486375,486375,1653136,ad,False,28,Thursday,15
466012,466012,1653134,ad,False,2,Thursday,17
398811,398811,1653133,ad,False,1,Monday,10
390522,390522,1653132,ad,False,22,Saturday,10
374336,374336,1653131,ad,False,1,Tuesday,12
455483,455483,1653130,ad,False,14,Wednesday,14
461278,461278,1653129,ad,False,12,Wednesday,9
374758,374758,1653128,ad,False,7,Tuesday,10
573311,573311,1653127,ad,False,2,Saturday,13
374027,374027,1653126,ad,False,10,Tuesday,11
427232,427232,1653125,ad,False,54,Friday,13
372653,372653,1653124,ad,False,5,Monday,21
375400,375400,1653122,ad,False,1,Tuesday,16
370498,370498,1653121,ad,False,15,Monday,13
372772,372772,1653119,ad,False,11,Monday,21
532354,532354,1653118,ad,False,18,Saturday,11
515601,515601,1653117,ad,False,1,Wednesday,18
371173,371173,1653116,ad,False,15,Monday,15
373802,373802,1653115,ad,False,12,Tuesday,11
522879,522879,1653114,ad,False,4,Friday,7
398301,398301,1653113,ad,False,4,Monday,8
373953,373953,1653112,ad,False,15,Tuesday,14
471253,471253,1653110,ad,False,3,Friday,18
369319,369319,1653109,ad,False,10,Sunday,23
369129,369129,1653108,ad,False,3,Sunday,22
372697,372697,1653107,ad,False,3,Sunday,20
402100,402100,1653106,ad,False,5,Tuesday,8
383488,383488,1653105,ad,False,4,Monday,21
441717,441717,1653104,ad,False,31,Wednesday,20
430193,430193,1653103,ad,False,2,Friday,19
387428,387428,1653102,ad,False,5,Friday,9
491553,491553,1653101,ad,False,24,Friday,10
539137,539137,1653100,ad,False,4,Sunday,20
534929,534929,1653099,ad,False,18,Saturday,20
380304,380304,1653097,ad,False,12,Wednesday,15
536549,536549,1653096,ad,False,22,Sunday,10
524392,524392,1653093,ad,False,5,Friday,11
365445,365445,1653092,ad,False,2,Saturday,16
375613,375613,1653091,ad,False,19,Tuesday,17
364422,364422,1653090,ad,False,15,Saturday,12
401159,401159,1653087,ad,False,3,Monday,19
374767,374767,1653086,ad,False,21,Tuesday,14
368262,368262,1653083,ad,False,7,Sunday,17
369610,369610,1653082,ad,False,19,Saturday,9
397096,397096,1653081,ad,False,16,Sunday,19
362223,362223,1653079,ad,False,40,Tuesday,10
574998,574998,1653078,ad,False,3,Saturday,20
371405,371405,1653077,ad,False,2,Monday,15
456012,456012,1653076,ad,False,21,Thursday,12
544653,544653,1653075,ad,False,13,Monday,7
466452,466452,1653074,ad,False,35,Saturday,11
404861,404861,1653073,ad,False,14,Tuesday,22
365570,365570,1653072,ad,False,15,Sunday,12
402207,402207,1653071,ad,False,33,Wednesday,8
482094,482094,1653070,ad,True,32,Tuesday,14
520915,520915,1653069,ad,False,2,Thursday,16
359816,359816,1653068,ad,False,1,Thursday,21
364645,364645,1653067,ad,False,9,Saturday,12
434447,434447,1653066,ad,False,12,Saturday,12
380448,380448,1653064,ad,False,3,Wednesday,15
566417,566417,1653063,ad,False,3,Friday,7
418841,418841,1653062,ad,False,7,Thursday,13
478923,478923,1653060,ad,False,3,Monday,23
358276,358276,1653058,ad,False,1,Thursday,12
563809,563809,1653057,ad,False,2,Thursday,13
357974,357974,1653056,ad,False,2,Thursday,11
387273,387273,1653055,ad,False,6,Friday,9
358234,358234,1653054,ad,False,5,Thursday,14
357443,357443,1653053,ad,False,18,Thursday,11
357458,357458,1653052,ad,False,17,Thursday,10
381562,381562,1653051,ad,False,26,Friday,20
365354,365354,1653050,ad,False,15,Sunday,13
560640,560640,1653049,ad,False,3,Wednesday,21
563855,563855,1653047,ad,False,14,Sunday,23
385995,385995,1653044,ad,False,13,Saturday,21
472031,472031,1653043,ad,False,12,Friday,22
373761,373761,1653042,ad,False,17,Tuesday,21
356624,356624,1653041,ad,False,2,Wednesday,0
356623,356623,1653040,ad,False,1,Wednesday,20
369429,369429,1653039,ad,False,9,Monday,0
505109,505109,1653038,ad,False,7,Sunday,19
355840,355840,1653037,ad,False,7,Wednesday,17
411058,411058,1653036,ad,False,4,Wednesday,17
494716,494716,1653035,ad,False,4,Wednesday,21
356565,356565,1653034,ad,False,15,Thursday,15
357910,357910,1653033,ad,False,1,Thursday,11
552788,552788,1653032,ad,False,1,Tuesday,14
378881,378881,1653031,ad,False,5,Wednesday,12
460078,460078,1653030,ad,False,20,Wednesday,13
353799,353799,1653029,ad,False,8,Wednesday,13
353362,353362,1653028,ad,False,1,Wednesday,11
418856,418856,1653027,ad,False,14,Thursday,13
475663,475663,1653026,ad,False,16,Sunday,16
353441,353441,1653025,ad,False,15,Wednesday,11
380196,380196,1653024,ad,False,23,Friday,14
356614,356614,1653023,ad,False,2,Saturday,20
508162,508162,1653022,ad,True,31,Friday,14
353527,353527,1653021,ad,False,2,Wednesday,11
353801,353801,1653020,ad,False,6,Wednesday,12
351484,351484,1653018,ad,False,2,Tuesday,18
367657,367657,1653017,ad,False,5,Tuesday,12
371295,371295,1653016,ad,False,51,Monday,18
534752,534752,1653015,ad,False,27,Saturday,19
417036,417036,1653014,ad,False,11,Thursday,16
354669,354669,1653013,ad,False,2,Wednesday,14
571925,571925,1653012,ad,False,1,Saturday,9
451540,451540,1653011,ad,False,12,Monday,17
350228,350228,1653010,ad,False,17,Tuesday,12
402337,402337,1653009,ad,False,11,Tuesday,15
391189,391189,1653007,ad,False,15,Saturday,14
360995,360995,1653006,ad,False,16,Friday,12
349868,349868,1653005,ad,False,4,Tuesday,11
390299,390299,1653004,ad,False,6,Monday,9
356561,356561,1653003,ad,False,38,Sunday,11
375423,375423,1653002,ad,False,1,Tuesday,16
360049,360049,1653001,ad,False,1,Thursday,23
365787,365787,1653000,ad,False,9,Saturday,19
349252,349252,1652999,ad,False,6,Tuesday,3
501507,501507,1652998,ad,False,2,Sunday,8
362235,362235,1652997,ad,False,20,Saturday,9
389430,389430,1652996,ad,False,6,Friday,22
361858,361858,1652995,ad,False,6,Friday,16
382097,382097,1652994,ad,False,8,Saturday,19
350599,350599,1652993,ad,False,15,Tuesday,14
570140,570140,1652992,ad,False,5,Sunday,23
517702,517702,1652991,ad,False,3,Wednesday,22
350711,350711,1652990,ad,False,17,Tuesday,9
354242,354242,1652989,ad,False,18,Wednesday,13
347020,347020,1652986,ad,False,18,Tuesday,21
435676,435676,1652985,ad,False,39,Wednesday,17
582690,582690,1652983,ad,False,1,Monday,16
547471,547471,1652982,ad,False,2,Monday,19
583588,583588,1652981,ad,False,7,Tuesday,14
346482,346482,1652980,ad,False,3,Thursday,9
392990,392990,1652979,ad,False,12,Saturday,18
346284,346284,1652978,ad,False,13,Monday,11
507302,507302,1652977,ad,False,1,Monday,18
347141,347141,1652976,ad,False,18,Monday,14
345985,345985,1652975,ad,False,5,Monday,15
346034,346034,1652974,ad,False,14,Monday,10
384485,384485,1652973,ad,False,25,Thursday,19
513762,513762,1652972,ad,False,7,Wednesday,14
345517,345517,1652971,ad,False,2,Monday,7
363779,363779,1652970,ad,False,9,Saturday,7
426246,426246,1652969,ad,False,25,Thursday,17
348524,348524,1652967,ad,False,11,Monday,21
435580,435580,1652965,ad,False,4,Monday,19
352086,352086,1652964,ad,False,9,Tuesday,21
380406,380406,1652963,ad,False,5,Thursday,12
353510,353510,1652962,ad,False,2,Wednesday,11
348629,348629,1652961,ad,False,7,Monday,21
342540,342540,1652960,ad,False,2,Sunday,10
369662,369662,1652959,ad,False,5,Monday,9
504843,504843,1652958,ad,False,3,Sunday,18
366600,366600,1652957,ad,False,9,Sunday,19
395059,395059,1652956,ad,False,12,Sunday,14
342470,342470,1652955,ad,False,17,Sunday,10
366679,366679,1652954,ad,False,12,Sunday,1
376862,376862,1652952,ad,False,7,Tuesday,22
392543,392543,1652951,ad,False,30,Thursday,15
340706,340706,1652950,ad,False,5,Saturday,20
339873,339873,1652947,ad,False,3,Saturday,17
344548,344548,1652946,ad,False,2,Sunday,17
339778,339778,1652944,ad,False,10,Saturday,16
356668,356668,1652942,ad,False,10,Sunday,18
468640,468640,1652941,ad,False,4,Friday,11
338817,338817,1652940,ad,False,5,Saturday,21
470420,470420,1652939,ad,False,25,Friday,16
443247,443247,1652938,ad,False,19,Sunday,11
455941,455941,1652937,ad,False,5,Tuesday,19
343094,343094,1652936,ad,False,15,Sunday,12
336525,336525,1652935,ad,False,15,Friday,22
336773,336773,1652934,ad,False,15,Saturday,2
400992,400992,1652933,ad,False,12,Saturday,19
534853,534853,1652932,ad,False,2,Saturday,20
339700,339700,1652931,ad,False,6,Saturday,16
335673,335673,1652930,ad,False,10,Saturday,16
336248,336248,1652929,ad,False,75,Saturday,22
373290,373290,1652928,ad,False,19,Thursday,8
381900,381900,1652927,ad,False,9,Friday,21
335424,335424,1652926,ad,False,15,Saturday,10
441632,441632,1652925,ad,False,15,Thursday,9
397930,397930,1652924,ad,False,11,Sunday,22
475478,475478,1652923,ad,False,3,Sunday,15
369039,369039,1652920,ad,False,2,Sunday,21
334320,334320,1652919,ad,False,1,Friday,11
338582,338582,1652917,ad,False,15,Saturday,13
336390,336390,1652915,ad,False,11,Friday,21
360198,360198,1652914,ad,False,1,Friday,2
395755,395755,1652913,ad,False,1,Sunday,13
338268,338268,1652912,ad,False,18,Saturday,12
333948,333948,1652911,ad,False,1,Friday,9
333932,333932,1652910,ad,False,1,Friday,9
449486,449486,1652909,ad,False,15,Monday,11
501252,501252,1652908,ad,False,1,Sunday,7
336205,336205,1652907,ad,False,6,Friday,20
361102,361102,1652906,ad,False,1,Friday,12
334442,334442,1652905,ad,False,3,Friday,12
375638,375638,1652904,ad,False,11,Tuesday,17
333506,333506,1652902,ad,False,16,Saturday,22
582728,582728,1652901,ad,False,2,Monday,16
338098,338098,1652900,ad,False,1,Saturday,12
405770,405770,1652899,ad,False,27,Wednesday,17
513289,513289,1652897,ad,False,2,Wednesday,13
334910,334910,1652896,ad,False,1,Friday,14
356361,356361,1652895,ad,False,6,Wednesday,19
344691,344691,1652894,ad,False,28,Sunday,17
406450,406450,1652893,ad,False,6,Wednesday,11
349566,349566,1652891,ad,False,2,Saturday,9
495895,495895,1652890,ad,False,7,Friday,20
330313,330313,1652889,ad,False,7,Wednesday,21
469110,469110,1652888,ad,False,39,Friday,13
529024,529024,1652887,ad,False,6,Friday,18
506571,506571,1652886,ad,False,5,Monday,13
493585,493585,1652885,ad,False,2,Tuesday,14
374166,374166,1652884,ad,False,4,Tuesday,12
532002,532002,1652883,ad,False,26,Tuesday,16
327933,327933,1652882,ad,False,1,Wednesday,12
328911,328911,1652881,ad,False,6,Wednesday,15
346426,346426,1652880,ad,False,4,Monday,12
326772,326772,1652879,ad,False,2,Wednesday,10
329348,329348,1652878,ad,False,15,Wednesday,16
328397,328397,1652877,ad,False,8,Wednesday,19
579048,579048,1652876,ad,False,2,Monday,23
328699,328699,1652875,ad,False,3,Wednesday,14
377403,377403,1652873,ad,False,13,Wednesday,8
359173,359173,1652871,ad,False,5,Thursday,17
347129,347129,1652870,ad,False,5,Monday,14
577636,577636,1652869,ad,False,1,Sunday,15
360401,360401,1652867,ad,False,1,Friday,11
395124,395124,1652866,ad,False,12,Sunday,11
576259,576259,1652865,ad,False,22,Sunday,10
369843,369843,1652864,ad,False,14,Tuesday,12
428861,428861,1652863,ad,False,6,Friday,16
447534,447534,1652862,ad,False,11,Sunday,19
325070,325070,1652861,ad,False,1,Tuesday,14
341825,341825,1652860,ad,False,9,Friday,22
326267,326267,1652859,ad,False,14,Wednesday,11
544919,544919,1652858,ad,False,2,Monday,15
331227,331227,1652857,ad,False,2,Tuesday,15
327864,327864,1652856,ad,False,5,Wednesday,12
324154,324154,1652854,ad,False,17,Tuesday,12
382721,382721,1652853,ad,False,12,Monday,8
322442,322442,1652851,ad,False,2,Tuesday,8
348909,348909,1652850,ad,False,8,Tuesday,22
490425,490425,1652849,ad,False,5,Thursday,22
322074,322074,1652848,ad,False,7,Tuesday,0
335969,335969,1652847,ad,False,1,Friday,19
330548,330548,1652846,ad,False,30,Thursday,10
325253,325253,1652845,ad,False,1,Tuesday,14
321092,321092,1652844,ad,False,2,Monday,21
382226,382226,1652843,ad,False,2,Wednesday,20
320529,320529,1652842,ad,False,15,Monday,19
320601,320601,1652840,ad,False,3,Monday,19
358178,358178,1652839,ad,False,2,Tuesday,13
378722,378722,1652838,ad,False,6,Wednesday,12
356051,356051,1652837,ad,False,17,Wednesday,18
372442,372442,1652836,ad,False,7,Tuesday,9
319099,319099,1652835,ad,False,15,Monday,16
374151,374151,1652834,ad,False,15,Tuesday,12
324114,324114,1652833,ad,False,4,Saturday,13
482636,482636,1652831,ad,False,10,Wednesday,15
331811,331811,1652829,ad,False,1,Thursday,13
316000,316000,1652828,ad,False,1,Monday,10
315527,315527,1652827,ad,False,16,Monday,16
315922,315922,1652826,ad,False,5,Tuesday,12
319409,319409,1652825,ad,False,9,Monday,16
402783,402783,1652824,ad,False,5,Thursday,12
315093,315093,1652823,ad,False,1,Monday,8
327640,327640,1652822,ad,False,1,Wednesday,11
325265,325265,1652821,ad,False,1,Tuesday,14
504513,504513,1652818,ad,False,20,Sunday,18
320063,320063,1652816,ad,False,17,Monday,18
480549,480549,1652815,ad,False,5,Tuesday,18
336871,336871,1652814,ad,False,2,Saturday,0
364519,364519,1652813,ad,False,3,Saturday,16
570418,570418,1652812,ad,False,9,Saturday,22
370282,370282,1652811,ad,False,17,Monday,12
339657,339657,1652810,ad,False,15,Saturday,16
524536,524536,1652809,ad,False,28,Friday,12
326228,326228,1652808,ad,False,34,Saturday,9
307961,307961,1652805,ad,False,25,Saturday,20
380017,380017,1652803,ad,False,16,Sunday,10
307852,307852,1652802,ad,False,2,Monday,19
307590,307590,1652801,ad,False,16,Saturday,21
313903,313903,1652800,ad,False,17,Tuesday,11
314321,314321,1652799,ad,False,17,Sunday,23
385008,385008,1652798,ad,False,19,Thursday,16
337824,337824,1652797,ad,False,14,Saturday,15
345122,345122,1652796,ad,False,2,Sunday,21
407942,407942,1652794,ad,False,1,Wednesday,13
546592,546592,1652793,ad,False,7,Tuesday,16
362104,362104,1652792,ad,False,17,Saturday,8
306860,306860,1652791,ad,False,15,Saturday,19
304595,304595,1652790,ad,False,5,Saturday,14
500250,500250,1652789,ad,False,7,Saturday,20
303605,303605,1652788,ad,False,9,Saturday,12
303741,303741,1652787,ad,False,1,Saturday,12
304578,304578,1652786,ad,False,19,Saturday,15
308919,308919,1652785,ad,False,46,Sunday,10
479334,479334,1652784,ad,False,11,Tuesday,10
306958,306958,1652783,ad,False,10,Sunday,19
525268,525268,1652780,ad,False,5,Sunday,12
359762,359762,1652779,ad,False,31,Monday,20
339511,339511,1652778,ad,False,13,Sunday,12
492821,492821,1652776,ad,False,6,Friday,17
403737,403737,1652775,ad,False,16,Tuesday,15
299350,299350,1652774,ad,False,4,Friday,18
555338,555338,1652773,ad,False,1,Wednesday,9
325636,325636,1652772,ad,False,22,Tuesday,19
311676,311676,1652771,ad,False,2,Sunday,16
297606,297606,1652769,ad,True,17,Wednesday,16
297370,297370,1652768,ad,False,3,Tuesday,10
354043,354043,1652767,ad,False,15,Wednesday,12
548803,548803,1652766,ad,False,2,Monday,22
297584,297584,1652765,ad,False,29,Friday,16
298824,298824,1652764,ad,False,4,Friday,17
296335,296335,1652763,ad,False,2,Monday,14
350487,350487,1652761,ad,False,15,Tuesday,13
292518,292518,1652760,ad,False,29,Sunday,14
294450,294450,1652759,ad,False,2,Friday,12
294128,294128,1652758,ad,False,4,Friday,14
296315,296315,1652757,ad,False,1,Friday,14
292431,292431,1652754,ad,False,7,Friday,10
292748,292748,1652752,ad,False,18,Friday,10
291456,291456,1652751,ad,False,16,Friday,13
321215,321215,1652748,ad,False,11,Monday,21
301562,301562,1652747,ad,False,4,Friday,23
290519,290519,1652746,ad,False,10,Thursday,23
312000,312000,1652745,ad,False,8,Sunday,17
289477,289477,1652743,ad,False,1,Thursday,21
363583,363583,1652741,ad,False,3,Friday,23
293391,293391,1652740,ad,False,1,Friday,11
288888,288888,1652737,ad,False,2,Thursday,20
367078,367078,1652736,ad,False,7,Sunday,10
288244,288244,1652735,ad,False,2,Thursday,19
359326,359326,1652734,ad,False,6,Thursday,18
586095,586095,1652733,ad,False,1,Tuesday,12
288004,288004,1652732,ad,False,2,Thursday,19
536395,536395,1652731,ad,False,1,Sunday,10
294823,294823,1652730,ad,False,6,Friday,12
346369,346369,1652729,ad,False,2,Tuesday,11
541821,541821,1652727,ad,False,1,Monday,12
365693,365693,1652726,ad,False,11,Saturday,18
286811,286811,1652725,ad,False,3,Thursday,17
574418,574418,1652724,ad,False,1,Saturday,17
479367,479367,1652723,ad,False,9,Wednesday,10
283959,283959,1652720,ad,False,1,Thursday,13
373210,373210,1652718,ad,False,16,Tuesday,16
284804,284804,1652717,ad,False,15,Thursday,14
282569,282569,1652715,ad,False,4,Thursday,11
313827,313827,1652714,ad,False,4,Sunday,21
281206,281206,1652713,ad,False,15,Thursday,11
315575,315575,1652712,ad,False,8,Monday,9
286819,286819,1652711,ad,False,1,Thursday,17
280879,280879,1652710,ad,False,15,Thursday,10
302367,302367,1652709,ad,False,1,Saturday,9
306857,306857,1652708,ad,True,54,Monday,13
386282,386282,1652707,ad,False,13,Tuesday,18
283968,283968,1652706,ad,False,17,Thursday,18
333373,333373,1652705,ad,False,10,Thursday,21
471538,471538,1652704,ad,False,12,Friday,20
392033,392033,1652703,ad,False,3,Saturday,15
507097,507097,1652702,ad,False,1,Monday,16
304711,304711,1652701,ad,False,17,Saturday,15
496229,496229,1652700,ad,False,2,Friday,22
332369,332369,1652699,ad,False,1,Thursday,15
311864,311864,1652698,ad,False,15,Wednesday,18
278490,278490,1652697,ad,False,5,Wednesday,16
334547,334547,1652696,ad,False,13,Friday,12
466123,466123,1652695,ad,False,1,Thursday,18
543381,543381,1652694,ad,False,2,Thursday,11
277448,277448,1652693,ad,False,15,Wednesday,15
277622,277622,1652691,ad,False,16,Wednesday,16
539116,539116,1652690,ad,False,6,Sunday,21
547456,547456,1652688,ad,False,8,Wednesday,14
274581,274581,1652686,ad,False,1,Wednesday,12
291746,291746,1652685,ad,False,14,Friday,15
285409,285409,1652684,ad,False,16,Friday,13
333617,333617,1652683,ad,False,5,Friday,2
275328,275328,1652682,ad,False,15,Wednesday,13
277240,277240,1652681,ad,False,66,Thursday,15
271439,271439,1652680,ad,False,4,Wednesday,9
275690,275690,1652679,ad,False,2,Thursday,13
325869,325869,1652678,ad,False,33,Wednesday,8
270278,270278,1652677,ad,False,1,Wednesday,7
274894,274894,1652676,ad,False,3,Wednesday,12
456962,456962,1652675,ad,False,14,Tuesday,20
401258,401258,1652674,ad,False,8,Monday,20
367989,367989,1652673,ad,False,2,Sunday,15
504739,504739,1652671,ad,False,19,Tuesday,17
352508,352508,1652670,ad,False,1,Tuesday,23
269812,269812,1652669,ad,False,2,Tuesday,21
348324,348324,1652668,ad,False,2,Monday,20
344768,344768,1652667,ad,False,22,Sunday,18
268726,268726,1652666,ad,False,6,Tuesday,19
294724,294724,1652665,ad,False,24,Friday,12
276183,276183,1652664,ad,False,11,Wednesday,8
287350,287350,1652663,ad,False,1,Thursday,17
268687,268687,1652662,ad,False,12,Wednesday,12
268244,268244,1652660,ad,False,1,Tuesday,18
380641,380641,1652659,ad,False,20,Friday,14
277586,277586,1652657,ad,False,9,Wednesday,22
271312,271312,1652656,ad,False,28,Wednesday,9
446762,446762,1652655,ad,False,12,Sunday,16
265391,265391,1652654,ad,False,1,Tuesday,13
275235,275235,1652651,ad,False,9,Wednesday,13
290274,290274,1652649,ad,False,1,Thursday,22
373357,373357,1652648,ad,False,5,Tuesday,8
267684,267684,1652647,ad,False,8,Tuesday,17
524670,524670,1652646,ad,False,18,Tuesday,12
265163,265163,1652645,ad,False,31,Monday,17
328122,328122,1652644,ad,False,5,Wednesday,13
264296,264296,1652643,ad,False,3,Wednesday,12
408726,408726,1652641,ad,False,4,Wednesday,14
297832,297832,1652640,ad,False,2,Friday,16
497092,497092,1652639,ad,False,1,Saturday,9
276114,276114,1652638,ad,False,4,Wednesday,14
473596,473596,1652637,ad,False,18,Saturday,16
443526,443526,1652636,ad,False,1,Sunday,11
262994,262994,1652635,ad,False,1,Tuesday,10
458119,458119,1652634,ad,False,2,Wednesday,8
262019,262019,1652633,ad,False,2,Wednesday,10
289998,289998,1652631,ad,False,7,Sunday,22
453476,453476,1652630,ad,False,1,Tuesday,6
279809,279809,1652629,ad,False,31,Thursday,8
261445,261445,1652628,ad,False,10,Monday,23
297038,297038,1652627,ad,False,1,Friday,15
383572,383572,1652626,ad,False,1,Thursday,11
310896,310896,1652625,ad,False,11,Wednesday,14
386677,386677,1652624,ad,False,1,Thursday,23
260407,260407,1652623,ad,False,1,Monday,21
297742,297742,1652622,ad,False,44,Friday,9
262525,262525,1652621,ad,False,4,Tuesday,9
273497,273497,1652620,ad,False,19,Sunday,23
298101,298101,1652619,ad,False,30,Friday,16
297055,297055,1652618,ad,False,1,Friday,15
262531,262531,1652617,ad,False,11,Tuesday,13
310157,310157,1652616,ad,False,24,Sunday,12
317069,317069,1652615,ad,False,27,Monday,12
284015,284015,1652614,ad,False,2,Thursday,13
256735,256735,1652613,ad,False,15,Monday,15
275753,275753,1652610,ad,False,2,Wednesday,13
546369,546369,1652609,ad,False,1,Monday,17
259709,259709,1652608,ad,False,30,Friday,3
285850,285850,1652607,ad,False,1,Thursday,15
324657,324657,1652605,ad,False,3,Tuesday,13
265214,265214,1652604,ad,True,87,Tuesday,13
410500,410500,1652603,ad,False,6,Wednesday,16
488773,488773,1652602,ad,False,5,Thursday,18
256795,256795,1652601,ad,False,8,Monday,16
375610,375610,1652600,ad,False,16,Tuesday,17
253760,253760,1652599,ad,False,2,Monday,11
256910,256910,1652598,ad,False,36,Monday,16
403366,403366,1652597,ad,True,58,Friday,14
398338,398338,1652596,ad,False,4,Thursday,13
254947,254947,1652595,ad,False,3,Monday,12
394473,394473,1652594,ad,False,7,Sunday,9
492294,492294,1652593,ad,False,2,Friday,15
281817,281817,1652592,ad,False,19,Thursday,11
252565,252565,1652591,ad,False,1,Monday,9
291625,291625,1652590,ad,False,16,Friday,9
519673,519673,1652589,ad,False,6,Thursday,8
518608,518608,1652587,ad,False,15,Thursday,9
254423,254423,1652586,ad,False,1,Monday,12
298684,298684,1652585,ad,False,15,Friday,17
321303,321303,1652584,ad,False,6,Monday,23
251109,251109,1652583,ad,False,2,Sunday,23
262647,262647,1652581,ad,False,8,Tuesday,9
252935,252935,1652579,ad,False,46,Saturday,21
469342,469342,1652578,ad,False,8,Wednesday,7
324741,324741,1652577,ad,False,13,Sunday,18
279425,279425,1652576,ad,False,16,Friday,22
312740,312740,1652575,ad,False,1,Sunday,18
258213,258213,1652574,ad,False,20,Monday,22
250273,250273,1652572,ad,False,16,Monday,8
289201,289201,1652569,ad,False,16,Saturday,22
472726,472726,1652568,ad,False,8,Saturday,10
565620,565620,1652567,ad,False,4,Thursday,19
380838,380838,1652566,ad,False,12,Wednesday,16
362004,362004,1652565,ad,False,2,Saturday,16
268295,268295,1652564,ad,False,2,Tuesday,20
331629,331629,1652562,ad,False,32,Thursday,13
387118,387118,1652561,ad,False,5,Saturday,21
334429,334429,1652560,ad,False,60,Monday,12
363355,363355,1652559,ad,False,7,Friday,22
288661,288661,1652558,ad,False,1,Thursday,20
333189,333189,1652557,ad,False,15,Thursday,20
566185,566185,1652556,ad,False,17,Monday,20
329758,329758,1652555,ad,False,15,Wednesday,19
254763,254763,1652554,ad,False,15,Monday,12
556881,556881,1652553,ad,False,1,Wednesday,11
254830,254830,1652552,ad,False,13,Monday,12
349970,349970,1652551,ad,False,5,Tuesday,11
246351,246351,1652549,ad,False,1,Sunday,14
576912,576912,1652548,ad,False,4,Sunday,12
238094,238094,1652546,ad,False,1,Saturday,15
237483,237483,1652545,ad,False,2,Saturday,14
306335,306335,1652544,ad,False,41,Saturday,15
246485,246485,1652543,ad,False,6,Sunday,15
309111,309111,1652542,ad,False,19,Sunday,14
548078,548078,1652541,ad,False,24,Monday,21
405885,405885,1652540,ad,False,8,Wednesday,10
498011,498011,1652539,ad,False,2,Saturday,12
577839,577839,1652538,ad,False,6,Sunday,16
234372,234372,1652537,ad,False,1,Saturday,9
504136,504136,1652536,ad,False,24,Sunday,17
551405,551405,1652535,ad,False,1,Tuesday,12
233268,233268,1652534,ad,False,13,Saturday,2
481046,481046,1652533,ad,False,6,Tuesday,23
280151,280151,1652532,ad,False,14,Friday,9
237112,237112,1652530,ad,False,1,Saturday,13
372519,372519,1652529,ad,False,7,Sunday,11
408755,408755,1652528,ad,False,10,Wednesday,14
450114,450114,1652527,ad,False,10,Friday,10
384594,384594,1652525,ad,True,34,Monday,14
425272,425272,1652524,ad,False,11,Tuesday,10
477113,477113,1652523,ad,False,73,Monday,19
436730,436730,1652522,ad,False,19,Friday,14
580829,580829,1652521,ad,False,2,Monday,12
281797,281797,1652520,ad,False,5,Friday,11
379151,379151,1652518,ad,False,5,Wednesday,12
226300,226300,1652517,ad,False,2,Monday,12
274464,274464,1652515,ad,False,13,Monday,13
407091,407091,1652514,ad,False,5,Wednesday,12
224564,224564,1652513,ad,False,2,Friday,12
225025,225025,1652512,ad,False,1,Friday,12
258103,258103,1652511,ad,False,1,Monday,17
351271,351271,1652510,ad,False,36,Tuesday,11
566847,566847,1652509,ad,False,1,Friday,10
348106,348106,1652507,ad,False,5,Monday,19
388720,388720,1652506,ad,False,4,Monday,17
383534,383534,1652505,ad,False,30,Thursday,14
353789,353789,1652504,ad,False,26,Tuesday,14
223494,223494,1652503,ad,False,5,Friday,10
524339,524339,1652502,ad,False,6,Friday,11
238334,238334,1652499,ad,False,4,Saturday,15
270455,270455,1652497,ad,False,4,Wednesday,8
455664,455664,1652496,ad,False,13,Tuesday,15
222698,222698,1652495,ad,False,15,Friday,12
286742,286742,1652493,ad,False,20,Monday,10
340944,340944,1652492,ad,False,23,Saturday,21
244879,244879,1652491,ad,False,1,Sunday,12
250529,250529,1652490,ad,False,3,Sunday,22
222011,222011,1652489,ad,False,1,Thursday,21
343047,343047,1652488,ad,False,16,Tuesday,19
312889,312889,1652486,ad,False,14,Sunday,22
221750,221750,1652485,ad,False,1,Thursday,21
245805,245805,1652484,ad,False,9,Sunday,16
221732,221732,1652483,ad,False,3,Thursday,21
283657,283657,1652482,ad,False,94,Thursday,16
581840,581840,1652481,ad,False,1,Monday,14
320220,320220,1652480,ad,False,4,Saturday,11
258940,258940,1652479,ad,False,17,Tuesday,10
234806,234806,1652477,ad,True,79,Friday,13
228066,228066,1652476,ad,False,11,Monday,12
272525,272525,1652475,ad,False,2,Wednesday,10
218542,218542,1652474,ad,False,2,Thursday,14
551980,551980,1652473,ad,False,29,Tuesday,11
508284,508284,1652472,ad,False,2,Tuesday,9
223596,223596,1652471,ad,False,3,Thursday,10
258061,258061,1652470,ad,False,2,Monday,17
217320,217320,1652469,ad,False,18,Thursday,12
294911,294911,1652468,ad,False,65,Monday,12
217819,217819,1652467,ad,False,1,Thursday,13
274187,274187,1652466,ad,False,15,Thursday,11
257754,257754,1652465,ad,False,16,Monday,21
216441,216441,1652464,ad,False,2,Tuesday,11
260575,260575,1652463,ad,False,16,Monday,21
337960,337960,1652462,ad,False,16,Sunday,10
358793,358793,1652460,ad,False,3,Thursday,15
216348,216348,1652459,ad,False,1,Thursday,11
217629,217629,1652458,ad,False,1,Thursday,13
224618,224618,1652457,ad,False,4,Friday,12
214756,214756,1652456,ad,False,19,Friday,9
316848,316848,1652455,ad,False,6,Monday,12
214570,214570,1652454,ad,False,1,Thursday,8
549188,549188,1652453,ad,False,2,Monday,23
313242,313242,1652452,ad,False,3,Sunday,20
376160,376160,1652451,ad,False,17,Tuesday,19
221001,221001,1652450,ad,False,19,Friday,14
213497,213497,1652449,ad,False,1,Wednesday,23
